"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"VIM",6.06179508872237e-80,0.969478023962648,0.998,0.743,1.4779262605814e-75,"0","VIM"
"CHCHD2",9.02104893015562e-80,0.639969185151759,0.996,0.925,2.19942193966124e-75,"0","CHCHD2"
"MAGED1",9.55134321958894e-80,1.58876868911985,0.719,0.276,2.32871299036798e-75,"0","MAGED1"
"IL17D",1.00659991379828e-79,2.23094190726865,0.419,0.085,2.4541912498316e-75,"0","IL17D"
"PGAM2",2.48083681038398e-79,2.91321024531565,0.336,0.053,6.04852822739718e-75,"0","PGAM2"
"SEPTIN7",4.61227263955362e-79,0.970319925843357,0.993,0.861,1.12451819224957e-74,"0","SEPTIN7"
"JAM2",4.70401516360102e-79,1.51976808479004,0.641,0.203,1.14688593703756e-74,"0","JAM2"
"CNIH3",1.02749086834682e-78,2.16586614215526,0.432,0.094,2.50512548611638e-74,"0","CNIH3"
"CHPF",1.28053452281664e-78,1.45608966053605,0.797,0.336,3.12207122007924e-74,"0","CHPF"
"TNIK",2.02132431918606e-78,1.66830363280795,0.555,0.153,4.92819082260752e-74,"0","TNIK"
"PDE8B",3.20285379370848e-78,2.58494377137926,0.421,0.093,7.80887783444065e-74,"0","PDE8B"
"ZNF428",4.55380036757315e-78,0.942962901928119,0.978,0.642,1.11026206761801e-73,"0","ZNF428"
"CPE",6.59882101514768e-78,1.21571222467556,0.773,0.301,1.60885855170316e-73,"0","CPE"
"PTGFRN",6.67209499017363e-78,2.10845451438556,0.492,0.129,1.62672347955423e-73,"0","PTGFRN"
"ATP5MF",7.54404640086036e-78,1.05993585860608,0.955,0.636,1.83931395299376e-73,"0","ATP5MF"
"BEND6",7.7056239856747e-78,2.04438178865069,0.47,0.113,1.87870818394735e-73,"0","BEND6"
"ALDH4A1",9.51023534497962e-78,2.13199569232084,0.459,0.109,2.31869047945948e-73,"0","ALDH4A1"
"LTBP4",1.02693214530454e-77,2.33974392659598,0.55,0.171,2.50376326346699e-73,"0","LTBP4"
"ALDH7A1",1.04341589591283e-77,1.74571854910014,0.666,0.242,2.54395229582507e-73,"0","ALDH7A1"
"LIX1",1.74734789047524e-77,2.75124530055246,0.367,0.069,4.26020889176767e-73,"0","LIX1"
"STMN3",1.81098133609795e-77,1.52856971733507,0.65,0.216,4.4153535955404e-73,"0","STMN3"
"PLSCR4",3.56603196987483e-77,2.16877778557618,0.443,0.102,8.69434254575182e-73,"0","PLSCR4"
"BICD1",7.05639827538655e-77,1.5417416470017,0.69,0.25,1.72042046352199e-72,"0","BICD1"
"AL353807.5",7.45275821606573e-77,2.79244423500676,0.325,0.051,1.81705698065898e-72,"0","AL353807.5"
"TCIM",7.78831081171594e-77,1.05579203080276,0.762,0.275,1.89886805900446e-72,"0","TCIM"
"KCNE4",9.86905724822793e-77,1.76082071835072,0.49,0.122,2.40617484769045e-72,"0","KCNE4"
"MAP2",1.02770616552056e-76,0.814614587641595,0.668,0.209,2.50565040215569e-72,"0","MAP2"
"PALLD",2.31378368447004e-76,1.35633693490326,0.748,0.279,5.6412360011064e-72,"0","PALLD"
"TGFB1I1",2.3800100877771e-76,1.44983542784328,0.624,0.2,5.80270259500936e-72,"0","TGFB1I1"
"LHFPL6",2.66723737138207e-76,1.37046392600159,0.722,0.269,6.50299143516662e-72,"0","LHFPL6"
"SSPN",3.24232230813591e-76,1.77002721850719,0.599,0.19,7.90510601946616e-72,"0","SSPN"
"MGST1",6.20509254167329e-76,0.643683276085155,0.795,0.269,1.51286361258536e-71,"0","MGST1"
"GADD45GIP1",7.61076013535553e-76,0.948908345286044,0.971,0.689,1.85557942860103e-71,"0","GADD45GIP1"
"GJA1",1.3372621715573e-75,1.32501778499845,0.697,0.233,3.26037890047384e-71,"0","GJA1"
"RCAN1",1.69894960764379e-75,2.0392751218738,0.864,0.48,4.14220903839633e-71,"0","RCAN1"
"RAB31",2.07636066419413e-75,1.322004269483,0.833,0.397,5.06237493537172e-71,"0","RAB31"
"CKB",2.8451526799359e-75,1.34831832650352,0.964,0.65,6.93676674895171e-71,"0","CKB"
"LRRN3",4.90810499469644e-75,1.78395061057358,0.454,0.108,1.19664507875694e-70,"0","LRRN3"
"PKIA",8.03369756752981e-75,1.26224370183433,0.637,0.206,1.95869580393944e-70,"0","PKIA"
"ATP13A4",1.20212642468893e-74,2.6129727711014,0.298,0.042,2.93090443603409e-70,"0","ATP13A4"
"BDH2",1.4609294099755e-74,1.50828844187077,0.702,0.272,3.56189199446128e-70,"0","BDH2"
"SNX3",4.41409604188185e-74,0.767637538299887,0.989,0.874,1.07620075597121e-69,"0","SNX3"
"KCNN3",6.63062375268037e-74,2.63429213609556,0.367,0.071,1.616612377141e-69,"0","KCNN3"
"FHL3",8.20098182930972e-74,1.59811741387448,0.566,0.169,1.999481379804e-69,"0","FHL3"
"TMEM132E",1.2665132171246e-73,2.39899431008251,0.439,0.107,3.08788587467148e-69,"0","TMEM132E"
"MATN2",1.41625339120875e-73,1.78797192643012,0.528,0.151,3.45296739310605e-69,"0","MATN2"
"SFXN5",1.63902306324622e-73,1.68103396929665,0.617,0.206,3.99610213050061e-69,"0","SFXN5"
"GRAMD2B",1.71607791260533e-73,1.76493220152389,0.601,0.2,4.18396955872306e-69,"0","GRAMD2B"
"GSTT2B",2.43830930108873e-73,1.41698685825395,0.822,0.39,5.94484190698443e-69,"0","GSTT2B"
"MARCKS",2.94247952967398e-73,0.957586811705136,0.996,0.667,7.17405934129813e-69,"0","MARCKS"
"MXRA7",3.1226698178527e-73,1.24423076743079,0.78,0.315,7.61338128290666e-69,"0","MXRA7"
"APC2",4.62133453010825e-73,1.55932805978344,0.724,0.285,1.12672757178569e-68,"0","APC2"
"NIPSNAP2",7.41829498963108e-73,1.18971704923076,0.826,0.383,1.80865450142195e-68,"0","NIPSNAP2"
"TSPAN12",1.17567684082553e-72,1.87209596137008,0.439,0.104,2.86641770561673e-68,"0","TSPAN12"
"DOCK7",1.73936688258395e-72,1.48637480590907,0.704,0.268,4.24075039642793e-68,"0","DOCK7"
"VCAN",1.75939031563851e-72,0.675812622827813,0.882,0.359,4.28956952855825e-68,"0","VCAN"
"FAM181B",1.92210574347186e-72,1.33064137844865,0.719,0.271,4.68628601315875e-68,"0","FAM181B"
"IGDCC4",2.24179971620979e-72,2.45482823326695,0.388,0.083,5.46573188809108e-68,"0","IGDCC4"
"PTCHD1",2.49957626057637e-72,2.46597202685574,0.332,0.057,6.09421688091124e-68,"0","PTCHD1"
"CRB2",3.20170732213532e-72,1.59792847626842,0.59,0.183,7.80608262209813e-68,"0","CRB2"
"NTNG1",4.93522653913759e-72,2.29862519304888,0.41,0.093,1.20325758250714e-67,"0","NTNG1"
"CXXC5",7.28440990800132e-72,1.15591480527617,0.929,0.528,1.7760119796698e-67,"0","CXXC5"
"FKBP9",1.49077575138595e-71,1.37705372119906,0.664,0.237,3.63466035945408e-67,"0","FKBP9"
"TIMP4",2.19696012994217e-71,2.41031812301321,0.405,0.091,5.356408492812e-67,"0","TIMP4"
"TSTD1",3.36476402170137e-71,1.2710162078547,0.744,0.29,8.20363116131012e-67,"0","TSTD1"
"FKBP10",4.95717970321226e-71,1.46702360690462,0.63,0.209,1.20860998344018e-66,"0","FKBP10"
"DIPK1B",6.60434846368782e-71,2.21914747793816,0.421,0.101,1.61020619893173e-66,"0","DIPK1B"
"SEC61G",6.76255715041822e-71,0.662952750206773,1,0.904,1.64877905884347e-66,"0","SEC61G"
"OCIAD2",7.52370588920636e-71,1.26597206549408,0.829,0.372,1.8343547328474e-66,"0","OCIAD2"
"ARRDC4",2.56172468253485e-70,1.60372935109303,0.584,0.194,6.24574094848823e-66,"0","ARRDC4"
"ANO6",3.81339098161939e-70,1.69652019515693,0.563,0.181,9.29742855228624e-66,"0","ANO6"
"PCOLCE2",8.5403254387738e-70,1.91452115287471,0.405,0.091,2.08221674522744e-65,"0","PCOLCE2"
"PSD2",8.73242240171521e-70,2.69880977552636,0.254,0.03,2.12905190576219e-65,"0","PSD2"
"DDAH1",8.88279211349103e-70,1.84730310396576,0.439,0.109,2.16571354519025e-65,"0","DDAH1"
"LINC00623",9.69549324926732e-70,1.4483904791393,0.606,0.205,2.36385820910386e-65,"0","LINC00623"
"SYNE2",2.12458581271319e-69,1.2785089134112,0.639,0.221,5.17995266997603e-65,"0","SYNE2"
"SOX21",2.83670706024085e-69,2.06824412307255,0.394,0.087,6.91617548357322e-65,"0","SOX21"
"DIRAS3",3.10277768407832e-69,1.92652968083377,0.514,0.155,7.56488227155134e-65,"0","DIRAS3"
"LHFPL3",3.65989392772442e-69,2.36532266139234,0.323,0.055,8.92318738518492e-65,"0","LHFPL3"
"PHPT1",4.13368195417941e-69,0.894694742313777,0.973,0.753,1.00783299724848e-64,"0","PHPT1"
"MXRA5",4.66169655787788e-69,2.54476242644093,0.341,0.065,1.1365682377762e-64,"0","MXRA5"
"B4GALNT4",5.85495783199086e-69,1.89715193793227,0.439,0.108,1.42749726901769e-64,"0","B4GALNT4"
"LMO2",7.14600029484983e-69,1.67780201253916,0.561,0.181,1.74226633188734e-64,"0","LMO2"
"DNM1",1.47805248260722e-68,1.9822045558271,0.374,0.078,3.60363975784467e-64,"0","DNM1"
"FYN",1.96617794890025e-68,1.18613212981828,0.804,0.364,4.79373845721371e-64,"0","FYN"
"CABIN1",1.97970181466242e-68,1.61800255669094,0.588,0.199,4.82671099432844e-64,"0","CABIN1"
"NRXN1",2.85721936440339e-68,1.19578663626526,0.428,0.099,6.96618653235192e-64,"0","NRXN1"
"ITGB8",4.0596491529218e-68,1.21280840285895,0.808,0.369,9.89783059973865e-64,"0","ITGB8"
"FXYD1",4.97505685477252e-68,1.98793686770598,0.499,0.147,1.21296861176209e-63,"0","FXYD1"
"GRIK5",5.96437176614169e-68,1.93607819411194,0.412,0.098,1.45417348030301e-63,"0","GRIK5"
"NAMPT",7.1088839578073e-68,1.021964101182,0.98,0.799,1.733216997753e-63,"0","NAMPT"
"VOPP1",8.24315129650627e-68,1.32615999064902,0.829,0.4,2.00976271760119e-63,"0","VOPP1"
"ACKR3",9.13260132358886e-68,1.29531494413032,0.595,0.19,2.2266195287042e-63,"0","ACKR3"
"TTYH3",2.53695742950936e-67,1.34454633705936,0.71,0.283,6.18535590888677e-63,"0","TTYH3"
"TUBB2A",2.57797961348467e-67,1.11356716555228,0.911,0.53,6.28537209563696e-63,"0","TUBB2A"
"TNFRSF19",2.62829150498604e-67,2.2971570669395,0.352,0.071,6.40803751830646e-63,"0","TNFRSF19"
"LTF",3.66694667155239e-67,0.256549906419149,0.626,0.199,8.94038267991188e-63,"0","LTF"
"BEX3",4.28634420082712e-67,0.943839147849883,0.973,0.652,1.04505357960366e-62,"0","BEX3"
"LDHB",5.27293988007218e-67,0.910298457705902,0.973,0.732,1.2855954721604e-62,"0","LDHB"
"FZD3",5.31988513540034e-67,1.2712863980391,0.628,0.215,1.29704119486196e-62,"0","FZD3"
"LINC00461",6.38317516291868e-67,1.12622163845029,0.635,0.222,1.5562819364712e-62,"0","LINC00461"
"GOLIM4",7.45106543247383e-67,1.34519235159046,0.808,0.406,1.81664426309144e-62,"0","GOLIM4"
"RPE65",1.12772913572861e-66,2.57093822718911,0.31,0.054,2.74951640581992e-62,"0","RPE65"
"CDH2",1.21626645458715e-66,1.1577183716319,0.751,0.295,2.96537924292893e-62,"0","CDH2"
"GFPT2",3.91074200630317e-66,1.71061165908013,0.532,0.165,9.53478008556775e-62,"0","GFPT2"
"MT3",4.41949332047014e-66,0.913282117117814,0.942,0.561,1.07751666646383e-61,"0","MT3"
"PFKM",5.23174997518914e-66,1.77958555536382,0.454,0.123,1.27555296145087e-61,"0","PFKM"
"PTTG1IP",1.01922905535241e-65,0.96626777222384,0.942,0.645,2.4849823598547e-61,"0","PTTG1IP"
"ANKRD35",1.47088504657848e-65,1.92763220561506,0.459,0.127,3.58616483206298e-61,"0","ANKRD35"
"COMT",1.6919474200426e-65,0.928175842316433,0.962,0.673,4.12513700480587e-61,"0","COMT"
"FAM107A",3.47330554356688e-65,1.85253569881002,0.388,0.09,8.46826624577041e-61,"0","FAM107A"
"SLC4A3",3.80425314033083e-65,2.02814550068852,0.388,0.089,9.27514958144059e-61,"0","SLC4A3"
"SULF2",5.41697239926302e-65,1.65593261271044,0.51,0.152,1.32071204066432e-60,"0","SULF2"
"TCTN1",7.00055512441221e-65,1.53556273138732,0.581,0.199,1.70680534488294e-60,"0","TCTN1"
"ANXA2",8.15580367181953e-65,1.04096445723558,0.953,0.709,1.98846649322632e-60,"0","ANXA2"
"EPDR1",8.67208272581886e-65,1.67884523142155,0.557,0.188,2.1143404893819e-60,"0","EPDR1"
"CCDC136",1.4297542972924e-64,2.32527267865688,0.414,0.107,3.4858839522286e-60,"0","CCDC136"
"RHPN2",1.46368907405771e-64,2.17740577091893,0.376,0.086,3.56862033146011e-60,"0","RHPN2"
"LINC01116",1.84897652008648e-64,2.37189737246972,0.303,0.052,4.50798965362284e-60,"0","LINC01116"
"BMPR1B",2.47884539690441e-64,2.56837655862139,0.296,0.051,6.04367296219263e-60,"0","BMPR1B"
"TIMM13",2.96664307860574e-64,0.945467555171789,0.931,0.616,7.23297248994865e-60,"0","TIMM13"
"PPFIA1",3.04745825133759e-64,1.46448910241073,0.664,0.267,7.43000796258617e-60,"0","PPFIA1"
"DBN1",4.09667286926686e-64,1.06902209091902,0.561,0.179,9.98809812255954e-60,"0","DBN1"
"ETV1",5.09948707809265e-64,1.28129307421672,0.474,0.13,1.24330594450977e-59,"0","ETV1"
"CPNE3",8.75142430318551e-64,1.25547527975011,0.813,0.406,2.13368475935966e-59,"0","CPNE3"
"MRTFB",1.04551913374175e-63,1.66433964185158,0.468,0.132,2.54908019997577e-59,"0","MRTFB"
"QTRT1",1.16766176595683e-63,1.19014643351889,0.782,0.353,2.84687615157934e-59,"0","QTRT1"
"CST3",1.33638957213846e-63,1.28894651152314,0.989,0.785,3.25825141583078e-59,"0","CST3"
"BMPER",2.25746003407579e-63,2.49135855586397,0.327,0.065,5.50391330908019e-59,"0","BMPER"
"AP1S2",2.57853005211157e-63,0.85709689386369,0.938,0.617,6.28671412005321e-59,"0","AP1S2"
"PKM",3.20901704676349e-63,0.883850332904724,0.98,0.826,7.82390446171407e-59,"0","PKM"
"IGFBP2",3.91470709043063e-63,0.401210083083091,0.895,0.381,9.54444735717893e-59,"0","IGFBP2"
"PTGES",3.99584604202319e-63,2.40759676053974,0.365,0.083,9.74227223505673e-59,"0","PTGES"
"LAPTM4B",5.20642749367406e-63,0.602343152931117,0.811,0.372,1.26937908723267e-58,"0","LAPTM4B"
"TSC22D4",8.52074014862968e-63,1.0686788720919,0.964,0.607,2.0774416556374e-58,"0","TSC22D4"
"TSPAN13",9.49917709743741e-63,1.0731149522785,0.673,0.251,2.31599436812621e-58,"0","TSPAN13"
"UBE2H",1.41944062878866e-62,1.09790440022714,0.875,0.536,3.46073819704964e-58,"0","UBE2H"
"MYL6",2.81910812130185e-62,0.615120759776446,0.996,0.958,6.87326751054605e-58,"0","MYL6"
"ITGA6",3.65704063106467e-62,1.9757054506965,0.441,0.124,8.91623076259876e-58,"0","ITGA6"
"EHD2",4.53651919597827e-62,1.56400805824157,0.512,0.161,1.10604874517146e-57,"0","EHD2"
"SLC25A18",6.2024933233496e-62,2.01852963089586,0.392,0.095,1.51222989716587e-57,"0","SLC25A18"
"CD24",7.29561090926371e-62,1.15508611583313,0.506,0.153,1.77874289578759e-57,"0","CD24"
"SERGEF",1.20239740260573e-61,1.55624617812599,0.568,0.197,2.93156510729302e-57,"0","SERGEF"
"CDH13",1.43623778676613e-61,2.0893874476855,0.356,0.078,3.5016913479145e-57,"0","CDH13"
"MT1E",1.53899355893835e-61,0.84862772090663,0.597,0.214,3.7522201960476e-57,"0","MT1E"
"PIFO",2.24364610894629e-61,2.01565123395934,0.459,0.138,5.47023357822195e-57,"0","PIFO"
"ATP2B4",5.31264988337795e-61,1.33848665231036,0.666,0.264,1.29527716806638e-56,"0","ATP2B4"
"TSHZ2",5.59182231942415e-61,1.89718523000022,0.374,0.09,1.3633421996988e-56,"0","TSHZ2"
"DAG1",1.82007706730995e-60,1.59048272958427,0.555,0.192,4.4375298978084e-56,"0","DAG1"
"UQCR11",2.43205490448537e-60,0.776587287730611,0.976,0.792,5.92959306262579e-56,"0","UQCR11"
"NFIB",4.92444524924313e-60,0.977729344304988,0.78,0.347,1.20062899621797e-55,"0","NFIB"
"TP53I3",5.12673228274138e-60,1.58291313710258,0.463,0.136,1.24994859785518e-55,"0","TP53I3"
"SEMA5A",6.33620666718936e-60,1.30422423162305,0.592,0.21,1.54483054752744e-55,"0","SEMA5A"
"E2F5",6.7924595247896e-60,1.97638038148012,0.361,0.083,1.65606955673895e-55,"0","E2F5"
"ELAVL4",1.13676760094437e-59,1.57032382422926,0.283,0.047,2.77155308786246e-55,"0","ELAVL4"
"APLN",1.72625095626306e-59,1.51400380105893,0.506,0.156,4.20877245646495e-55,"0","APLN"
"SCP2",1.85770907771866e-59,0.947270243076394,0.931,0.628,4.52928050238586e-55,"0","SCP2"
"ZBTB20",2.07106277856112e-59,0.936716075516551,0.927,0.589,5.04945816040986e-55,"0","ZBTB20"
"MYL6B",4.12595430944696e-59,0.93762284428556,0.869,0.431,1.00594892018626e-54,"0","MYL6B"
"HEPACAM",4.45287139048748e-59,1.22481913687466,0.782,0.36,1.08565457371475e-54,"0","HEPACAM"
"TUBA1A",4.59530460085204e-59,0.889829301602393,0.998,0.823,1.12038121473373e-54,"0","TUBA1A"
"ANXA6",4.92841756717173e-59,1.2257601920579,0.568,0.196,1.20159748705214e-54,"0","ANXA6"
"ITM2B",6.43719987767476e-59,0.645100882817531,0.996,0.95,1.56945370217588e-54,"0","ITM2B"
"IFITM3",8.18750674435529e-59,0.607184055372492,0.942,0.518,1.99619601934126e-54,"0","IFITM3"
"GSTA4",8.72569656654386e-59,1.39808962264454,0.579,0.211,2.12741207988906e-54,"0","GSTA4"
"MORN2",1.36034517963181e-58,1.33538137341603,0.659,0.265,3.31665758246032e-54,"0","MORN2"
"SCG2",1.46077907438177e-58,1.18252035059943,0.664,0.255,3.5615254612502e-54,"0","SCG2"
"CAV2",2.02410875559462e-58,1.13439623331261,0.78,0.374,4.93497955701525e-54,"0","CAV2"
"ATP6V0E2",3.63329213768607e-58,1.09174050800517,0.88,0.478,8.8583295608924e-54,"0","ATP6V0E2"
"CHL1-AS2",4.29311782987642e-58,2.44709864067977,0.254,0.04,1.04670505810217e-53,"0","CHL1-AS2"
"DEAF1",4.67862053210929e-58,1.35561449325075,0.563,0.202,1.14069447193357e-53,"0","DEAF1"
"ERBB2",4.76270317034806e-58,2.39059114678482,0.352,0.085,1.16119465996256e-53,"0","ERBB2"
"POU3F2",4.80211531987186e-58,1.12381452325198,0.65,0.247,1.17080373613796e-53,"0","POU3F2"
"DNPH1",6.45450181663296e-58,1.18413657565498,0.757,0.346,1.57367208791328e-53,"0","DNPH1"
"AQP1",8.75326312402692e-58,1.83105629259584,0.401,0.105,2.134133082269e-53,"0","AQP1"
"PXDN",9.10073374537537e-58,1.95914636262141,0.376,0.096,2.21884989445997e-53,"0","PXDN"
"TMEM106B",1.03981527704085e-57,1.0142590191154,0.895,0.515,2.5351736269533e-53,"0","TMEM106B"
"FAM78B",1.24306786719522e-57,2.01486685447901,0.341,0.077,3.03072376700866e-53,"0","FAM78B"
"NDRG4",2.27429024185788e-57,1.53627392710938,0.423,0.117,5.5449470386737e-53,"0","NDRG4"
"ARHGEF4",4.65833505857335e-57,1.73972615635697,0.437,0.125,1.13574867063077e-52,"0","ARHGEF4"
"GUCY1A2",5.19529214932842e-57,1.74820136446173,0.401,0.107,1.26666417892776e-52,"0","GUCY1A2"
"TMEM9B",6.03191463290177e-57,0.943201929821902,0.915,0.579,1.47064110664778e-52,"0","TMEM9B"
"IMMP2L",7.17408208245878e-57,1.57774081339304,0.503,0.165,1.74911295252427e-52,"0","IMMP2L"
"AL390755.1",1.03364692308341e-56,2.06038985056545,0.383,0.101,2.52013456316966e-52,"0","AL390755.1"
"SFRP4",1.67638475577601e-56,1.75144401176689,0.361,0.087,4.08719367305748e-52,"0","SFRP4"
"TUBB6",2.31594592531443e-56,1.41834997066852,0.604,0.233,5.6465077605091e-52,"0","TUBB6"
"CEBPD",2.67316055041803e-56,0.916072324034887,0.969,0.691,6.51743273797419e-52,"0","CEBPD"
"DDAH2",2.7917486345562e-56,0.912087196798151,0.889,0.494,6.80656234591147e-52,"0","DDAH2"
"LRIG1",2.90069298955577e-56,1.43921940660879,0.637,0.267,7.07217957783591e-52,"0","LRIG1"
"KIAA0040",5.10462512552676e-56,2.15915658330514,0.303,0.062,1.24455865185468e-51,"0","KIAA0040"
"PLXNA4",5.47516310615951e-56,1.39941873240477,0.307,0.062,1.33489951691275e-51,"0","PLXNA4"
"S100A3",6.13975404602289e-56,2.60904422734511,0.265,0.047,1.49693343396084e-51,"0","S100A3"
"LRFN4",9.27215302632815e-56,1.8438665073787,0.361,0.088,2.26064362934907e-51,"0","LRFN4"
"HES1",9.80870785349271e-56,1.61902652436305,0.499,0.163,2.39146106176006e-51,"0","HES1"
"ARHGEF17",2.25326497532721e-55,2.11181957426558,0.31,0.066,5.49368533634528e-51,"0","ARHGEF17"
"CAV1",2.30853236926928e-55,0.625506258255823,0.762,0.345,5.62843276951542e-51,"0","CAV1"
"ABAT",2.57962747951041e-55,1.67389648202435,0.419,0.117,6.28938975779432e-51,"0","ABAT"
"NCALD",2.82509529101897e-55,1.36068623068943,0.461,0.137,6.88786482903335e-51,"0","NCALD"
"IFI27L1",3.43672414683671e-55,1.42383375435941,0.579,0.217,8.37907714240258e-51,"0","IFI27L1"
"HOXA10",3.51884374566947e-55,1.48085745453422,0.457,0.14,8.57929293631674e-51,"0","HOXA10"
"TAGLN2",4.82664702788208e-55,0.88985071653872,0.958,0.699,1.17678481186793e-50,"0","TAGLN2"
"F2R",8.30270062574725e-55,1.93608003392591,0.365,0.092,2.02428143956344e-50,"0","F2R"
"EPHB1",8.4407150003065e-55,2.44986376234469,0.256,0.044,2.05793072422473e-50,"0","EPHB1"
"CMTM3",9.05249520784923e-55,1.26464699450368,0.566,0.209,2.20708885662572e-50,"0","CMTM3"
"ADH5",1.49531037188878e-54,0.978295685918739,0.822,0.42,3.64571621770203e-50,"0","ADH5"
"GJB2",1.61066832078399e-54,2.96768574824834,0.29,0.059,3.92697043290344e-50,"0","GJB2"
"SSBP4",1.63104607887519e-54,1.09837143037387,0.757,0.354,3.9766534449056e-50,"0","SSBP4"
"CLIC4",1.84854229934279e-54,0.921608869050484,0.94,0.626,4.50693098002765e-50,"0","CLIC4"
"FAM43B",2.16248393988782e-54,2.72497568048117,0.263,0.048,5.27235209384049e-50,"0","FAM43B"
"GPR162",2.66730502330318e-54,1.9705103211953,0.312,0.068,6.50315637731549e-50,"0","GPR162"
"LINC01579",3.31939876166836e-54,2.18650767822952,0.307,0.067,8.09302612082363e-50,"0","LINC01579"
"CCDC28B",3.55054221206036e-54,1.43705488697856,0.49,0.163,8.65657696722437e-50,"0","CCDC28B"
"SOX4",4.06306273521621e-54,0.391891703077539,0.804,0.371,9.90615325473065e-50,"0","SOX4"
"WASL",4.73445984119144e-54,1.08314173279413,0.793,0.393,1.15430865388089e-49,"0","WASL"
"LRRN4CL",5.19339401353841e-54,2.16411814631448,0.33,0.078,1.2662013944408e-49,"0","LRRN4CL"
"LRP1",6.07135332253094e-54,0.963726672689025,0.842,0.396,1.48025665356627e-49,"0","LRP1"
"MEIS3",7.68208300625324e-54,1.18599030755547,0.526,0.177,1.8729686577546e-49,"0","MEIS3"
"MXRA8",8.30251993201165e-54,1.57300800491852,0.441,0.131,2.02423738462376e-49,"0","MXRA8"
"HS2ST1",1.25305936704626e-53,1.38401159863718,0.597,0.232,3.05508404279549e-49,"0","HS2ST1"
"SYT17",1.61231669332544e-53,2.05170802413388,0.31,0.068,3.93098932999675e-49,"0","SYT17"
"TMEM65",1.75150126802498e-53,1.33719472489729,0.55,0.203,4.27033524157169e-49,"0","TMEM65"
"ABLIM1",2.0778926651022e-53,1.83725300193332,0.363,0.094,5.06611010678567e-49,"0","ABLIM1"
"ECI2",2.44188911984781e-53,1.22658993446415,0.639,0.261,5.95356986310095e-49,"0","ECI2"
"HOXA7",2.49727378193228e-53,1.77870278363201,0.396,0.11,6.08860320772909e-49,"0","HOXA7"
"NPAS3",2.58109315707849e-53,1.39457135644754,0.575,0.215,6.29296322627306e-49,"0","NPAS3"
"RASD1",4.37027594706697e-53,1.4474644506181,0.641,0.273,1.0655169786544e-48,"0","RASD1"
"FLNA",4.83306075469274e-53,0.731115133677229,0.92,0.466,1.17834854260164e-48,"0","FLNA"
"AC004540.1",4.95465755474455e-53,2.27226174180757,0.303,0.066,1.20799505842227e-48,"0","AC004540.1"
"SPTAN1",5.1658412197863e-53,1.0741465261367,0.719,0.336,1.2594837477961e-48,"0","SPTAN1"
"MTPN",5.91896795678221e-53,0.965345399399163,0.844,0.44,1.44310357754307e-48,"0","MTPN"
"CPSF4",6.79716432160833e-53,1.53679983924089,0.526,0.188,1.65721663325133e-48,"0","CPSF4"
"YBX3",7.46883443817394e-53,0.775681269111496,0.915,0.493,1.82097652437119e-48,"0","YBX3"
"AC004540.2",8.06372868347727e-53,2.05747386333837,0.292,0.06,1.96601769031859e-48,"0","AC004540.2"
"ENAH",8.11032477391715e-53,1.01484791781742,0.804,0.406,1.97737828312874e-48,"0","ENAH"
"FRMD3",1.00156072904369e-52,1.38413988277574,0.425,0.123,2.44190521348141e-48,"0","FRMD3"
